Task ID,Core ID,Wait Time (ms),Exec Time (ms),Turnaround Time (ms)
1,1,14,470,484
2,1,485,255,740
0,2,32,846,878
4,2,860,403,1263
3,1,741,843,1584
5,2,1263,843,2106
6,1,1585,935,2520
7,2,2107,632,2739
8,1,2520,659,3179
9,2,2740,508,3248
10,1,3179,291,3470
11,2,3247,660,3907
13,2,3907,554,4461
12,1,3470,998,4468
14,2,4461,489,4950
16,2,4951,240,5191
15,1,4468,724,5192
18,1,5192,381,5573
17,2,5191,562,5753
19,1,5574,901,6475
20,2,5754,746,6500
